id,number,artist,title,genre,year,artwork_path
480,C 13,Carpenters,"Sweet, sweet, smile",,1978,
481,C 14,Carpenters,All you get from love is a love song,,1977,
482,C 15,Catapult,Let your hair hang down,,1974,
483,C 16,Catapult,Teeny Bopper Band,,1974,
484,C 17,Catapult,Seven-Eleven,,1975,
485,C 18,Catherine Ferry,"1, 2, 3 (songfestival)",Songfestival,1976,
486,C 19,"Cats, the",Be my day,,1974,
487,C 20,"Cats, the",Marian,,1969,
488,C 21 a,"Cats, the",One way wind - Let's dance,1971 - 1972,1971,
489,C 21 b,"Cats, the",Be my day - Vaya con dios,1974 - 1972,1972,
490,C 22,Commodores,Still,,1979,
491,C 23,Cat Stevens,Tuesday's dead,,1971,
493,C 24,Cat Stevens,Lady D'arbanville,,1970,
494,C 25,Cat Stevens,Matthew and son,,1966,
495,C 26,Cees & Monique,Je voelt je jong en je wilt wat,Nederlands,1977,
496,C 27,Champagne,Rock and Roll star,,1976,
497,C 28,Champagne,Oh me oh my goodbye,,1977,
498,C 29,Champagne,Light up my eyes,,1978,
499,C 30,Charlie Rich,The most beautiful girl,,1973,
500,C 31,Cheap Trick,I want you to want me,,1979,
501,C 32,Chèr,Dark lady,,1973,
502,C 33,Cher,"Gypsys, tramps and thieves",Dirk,1971,
503,C 34,Chic,Le Freak,,1978,
504,C 35,Chic,I want your love,,1979,
505,C 36,Chicago,If yoy leave me now,,1976,
506,C 37,Chicago,Wishing you were here,,1977,
507,C 38,Chicago,"Baby, what a big surprise",,1977,
508,C 39,Chi Coltrane,Go like Elijah,,1972,
509,C 40,Chicory Tip,"Cigarettes, Women & Wine",,1973,
510,C 41,Chicory Tip,Survivor,,1975,
511,C 42,Chip Taylor,Same ol' story,,1975,
512,C 43,Chorale,Riu riu,,1978,
513,C 44,Chris Andrews,Yesterday man,,1965,
514,C 45,Chris Andrews,To whom it concerns,,1965,
515,C 46,Chris Montez,Ay no digas,,1973,
516,C 47,Chris Montez,Let's dance,,1972,
517,C 48,Chris Montez,Loco por ti (crazy for you),,1972,
518,C 49,Christie,Yellow river,,1970,
519,C 50 a,Chubby Checker,Let's twist again,,1961,
520,C 50 b,Chubby Checker,the Twist,,1960,
521,C 51,Chubby Checker with de Maskers,"Baby,baby, balla,balla !!",,1965,
522,C 52,Chubby Checker,Twist it up,,2022,
523,C 53,Cindy & Bert,Wenn die Rosen erblühen in Malaga,,1975,
524,C 54,Circus,Beer or sangria,,1974,
525,C 55,Ciska Peters,De ridder van de sofa,,1976,
526,C 56,Classics,Yellow sun of Ecuador,,1974,
527,C 57,Crystal Grass,Hot love in Spain + Porompompero,,1978,
528,C 58,Creedence Clearwater Revival,Sweet Hitch-hiker,,1971,
529,C 59 a,Cliff Nobels & Co,the Horse,RTV Veronica,1975,
530,C 59 b,Diversen,Veronica jingles,RTV,1975,
531,C 60,Cliff Richard,"Goodbye Sam, hello Samantha",,1970,
532,C 61,Cliff Richard,The day I met Marie,Dirk,1967,
533,C 62,Cliff Richard,My kinda life,,1977,
534,C 63,Clodagh Rodgers,Jack in the box (songfestival),Songvestival,1971,
535,C 64,Clout,Substitute,,1978,
536,C 65,"Cocktail Trio, het",Wie heeft de sleutel van de juke-box gezien?,,1965,
537,C 66,"Cocktail Trio, het",'t Zal me zo een zorg wezen,,1976,
538,C 68,Colin Blunstone,Andorra,,1973,
539,C 69,Commodores,Three times a lady,,1975,
540,C 70,Conny Vandenbos,Drie zomers lang,Nederlands,1975,
541,C 71,Conny Vandenbos,Ome Arie,Nederlands,1976,
542,C 72,Conquistador,Argentina,Instrumentaal,1978,
543,C 73 a,Cornelis Vreeswijk,Veronica,RTV Nederlands,1972,
544,C 73 b,Cornelis Vreeswijk,De nozem en de non - Felicia,Nederlands,1972,
545,C 74,Corry,Ik krijg een heel apart gevoel van binnen,Nederlands,1976,
546,C 75,Corry,"Hoe je heette, dat ben ik vergeten",Nederlands,1978,
547,B 145 a,Bing Crosby,White Christmas,Kerst,1942,
548,C 76,Corrie van Gorp,Me soezafoon,Nederlands,1975,
549,C 77,Corrie van Gorp,Een Hollandse boerenmeid,Nederlands,1978,
550,C 78,Costa Cordalis,"Nimm das nächste schiff nach rhodos (I love, I love, I love you)",,1978,
551,C 79,Cozy Powell,Dance with the devil,,1973,
552,C 80,Cozy Powell,Na na na,,1974,
553,C 81,Crystal Gayle,Don't it make my brown eyes blue,,1977,
554,C 82,Curved Air,Back street luv,,1971,
555,C 83,Champagne,Valentino,,1977,
556,C 84 a,Cowboy Gerard (Gerard de Vries),Het spel kaarten,Nederlands,1965,
557,C 84 a,Cowboy Gerard (Gerard de Vries),Giddy up go,Nederlands,1966,
558,C 85,C.J. & Co.,Devil's gun,,1977,
559,C 86,Cliff Richard,We don't talk anymore,,1979,
560,C 87,Commodores,Sail on,,1979,
561,C 88 a,Cannad Heat,On the road again,,1968,
562,C 88 b,Cannad Heat,Let's work together,,1968,
563,C 89,Conquistador,Agua,Instrumentaal,1979,
564,C 90,Champagne,Black jack,,1979,
565,C 91,Cliff Richard and the Shadows,The young ones,,1962,
566,C 92,Cliff Richard and the Shadows,It'll be me,,1962,
567,C 93 a,Chris Farlowe,Out of time,,1966,
568,C 93 b,Chris Farlowe,Paint it black,,1966,
569,C 94 a,Creedence Clearwater Revival,Fortunate son,,1969,
570,C 94 b,Creedence Clearwater Revival,Down on the corner,,1969,
571,C 95,"Cats, the",The end of the show,,1972,
572,C 96,Carl Douglas,Kung Fu fighting,,1974,
573,C 96 b,Carl Douglas,Dance the Kung Fu,,1974,
574,C 97 a,Creedence Clearwater Revival,I heard it through the grapevine,,1973,
575,C 97 b,Creedence Clearwater Revival,Lodi,,1973,
576,C 98,Champaign,How 'bout us,,1981,
577,C 99,Cliff Richard,Wired for sound,,1981,
578,C 100,Cliff Richard,Daddy's home,,1981,
579,C 101 a,Ciska Peters,De zwarte kat,Nederlands,1981,
580,C 101 b,Ciska Peters,Waarom huil je kleine Tamara,Nederlands,1981,
581,C 102,Cliff Richard,A little in love,,1980,
582,C 103,Cliff Richard,Dreamin',,1980,
583,C 104,Commodores,Easy,,1977,
584,C 105,"Chaps, the",Rawhide,,1982,
585,C 106 a,Conny Vandenbos,Ik ben gelukkig zonder jou,Nederlands,1966,
586,C 106 b,Conny Vandenbos,Paleis met gouden muren,Nederlands,1966,
587,C 107,Chicago,Hard to say I'm sorry / Get away,,1982,
588,C 108,Corinne Hermès,Si la vie est cadeau,Frans Songfestival # 1 Luxemburg,1983,
589,C 109,Culture Club,Do yoy really want to hurt me,,1982,
590,C 110,Culture Club,Karma Chameleon,,1983,
591,C 111,Cliff Richard,Rhe only way out,,1982,
592,C 112 a,Connie Francis,Breakin' in a brand new broken heart,,1961,
593,C 112 b,Connie Francis,Someone else's boy,,1961,
594,C 113,Confetti Combo,Mah-ná mah-ná,,1969,
595,C 114,Co Hagedoorn,Ivanhoe,RTV,1958,
596,C 115,Cockney Rebel,Sebastian,,1973,
597,C 116,Cyndi Lauper,Time after time,,1983,
598,C 117,China Crisis,Wishful Thinking,,1983,
599,C 118,Chicago,You're the inspiration,,1984,
600,C 119,Cock Robin,The promise you made,,1985,
601,C 120,Commodores,Nightshift,,1984,
602,C 121,Cat Stevens,(remember the days of the) Old Schoolyard,,1977,
603,C 122,C. Jérôme,Et Tu danses avec lui,,1985,
604,C 123,"Charlie Daniels Band, the",The devil went down to Georgia,,1979,
605,C 124,Carpenters,Superstar,,1971,
606,C 125,Corry Brokken,Milord,,1960,
607,C 126,Connie Francis,My happiness,,1959,
608,C 127,Circus Custers,Monica,,1987,
609,C 128,Canyon,Ala ik maar bij jou ben,Nederlands,1983,
610,C 129 a,Carly Simon,Why,,1982,
611,C 129 b,Carly Simon / Chic,Why,Instrumentaal,1982,
612,C 130,Corry en de Rekels,Huilen is voor jou te laat,Nederlands,1970,
613,C 130 b,Corry en de Rekels,"Adio, adio, adio",Nederlands,1970,
614,C 131 a,"Crosby, Stills, Nash & Young",Woodstock,,1970,
615,C 131 b,"Crosby, Stills, Nash & Young",Teach your children,,1970,
616,C 132,Carmen & Thompson,Time moves on,,1980,
617,C 133,Chris Norman,Midnight lady,,1986,
618,C 134,"Christians, the",Harvest for the world,,1988,
619,C 135,"Christians, the",Words,,1989,
620,C 136,Cock Robin,Thought you were on my side,,1985,
621,C 137,Chris Rea,On the beach,,1986,
622,C 138,Chris de Burgh,The lady in red,,1986,
623,C 139,Costa Cordalis,Anita,,1977,
624,C 140,Carole King,City Streets,,1989,
625,C 141 b,"Cocktail Trio, Het",De bakker van de hoek,Nederlands,1965,
626,C 141 a,"Cocktail Trio, Het",De verliefde bakker,,1965,
627,C 142 a,Countdown All Star Band,Countdown,RTV,1989,
628,C 142 b,Countdown All Star Band,Countdown,Instrumentaal RTV,1989,
629,D 1,Daisy Dynamite,Botch-a-me,,1973,
630,D 2,Dalida,Gigi l'amoroso,Frans,1974,
631,D 3,Dana,It's gonna be a cold cold Christmas,Kerst,1975,
632,D 4,Dana,Fairytale,,1976,
633,D 5,Daniel,Long distance highway,,1978,
634,D 6,Danyel Gerard,Butterfly,Frans,1971,
635,D 7,Danny Williams,Dancin' easy,,1977,
636,D 8,Dan the banjo man,Dan the banjo man,Instrumentaal,1973,
637,D 9,Darts,Come back my love,,1977,
638,D 10,Darts,It's raining,,1978,
639,D 11,Dave,Dansez maintenant,Frans,1975,
640,D 12 a,Dave Berry,This strange effect,,1965,
641,D 12 b,Dave Berry,Now,,1965,
642,D 13,Dave Clark Five,Here comes summer,,1970,
643,D 14,Dave Clark & Friends,Draggin' the line,,1971,
644,D 15,David Alexander Winter,Oh lady Mary,,1969,
645,D 16 a,David Bowie,The Jean Genie,,1972,
646,D 16 b,David Bowie,Ziggy Stardust,,1972,
647,D 17,David Bowie,Rebel rebel,,1974,
648,D 18 a,David Bowie,Space Oddity,,1969,
649,D 18 b 1,David Bowie,Changes,,1974,
650,D 18 b 2,David Bowie,Velvet Goldmine,,1969,
651,D 19,David Bowie,Sound and vision,,1977,
652,D 20,David Bowie,Heroes,,1977,
653,D 21,David Cassidy,Rock me baby,,1972,
654,D 22,David Cassidy,How can I be sure,,1972,
655,D 23,David Crosby / Graham Gash,Carry me,,1975,
656,D 23,David Crosby / Graham Nash,Carry me,,1975,
657,D 24,David Dundas,Jeans on,,1976,
658,D 25,Dave Edmunds,Born to be with you,,1973,
659,D 26,David Essex,Evita (Oh what a circus),,1978,
660,D 27,David Garrick,A certain misunderstanding,,1967,
661,D 28,David Garrick,Dear Mrs. Applebee,,1966,
662,D 29,David McWilliams,Can I get there by candlelight,,1967,
663,D 30 a,David McWilliams,Harlem lady,,1967,
664,D 30 b,David McWilliams,Days of pearly spencer,,1967,
665,D 31,David Parton,Isn't she lovely,,1976,
666,D 32,David Soul,Don't give up on us,,1976,
667,D 33,Dawn,Tie a yellow ribbon,,1973,
668,D 35,Dawn,Knock three times,,1971,
669,D 36,D.C. Larue,"Deep, dark, delicious night",,1976,
670,D 37 a,D.C. Lewis,Mijn gebed,,1970,
671,D 37 b,D.C. Lewis,De laatste zeven dagen,,1970,
672,D 38,Dean Martin,Everybody loves somebody,,1964,
673,D 38 a,Dean Martin,Everybody loves somebody,,1964,
674,D 38 a,Dean Martin,Everybody loves somebody,,1964,
675,D 38 b,Dean Martin,In the chapel in the moonlight,,1967,
676,D 39,Dee Dee,I put a spell on you,,1978,
677,D 40,Deep Feeling,Let's spend the night together,,1974,
678,D 41,Deep Purple,Child in time,,1972,
679,D 42 a,Deep Purple,Woman from Tokyo,,1973,
680,D 42 b,Deep Purple,Black night,,1973,
681,D 43,Demis Roussos,My friend the wind,,1973,
682,D 44,Demis Roussos,Forever and ever,,1973,
683,D 45,Demis Roussos,My reason,,1972,
684,D 46,Dennie Christian,Rosamunde,Duits,1974,
685,D 47,Dennie Christian,Besame mucho,Nederlands,1976,
687,D 49,Diana Ross,Mahogany (theme from),,1975,
688,D 48,Desmond Dekker & the Aces,Isrealites,,1969,
689,D 50,Diana Ross,"Lovin', livin' and givin",,1978,
690,D 51,Dillinger,Cokane in my brain,,1976,
691,D 52,Les Dimitri's,Casatschok,,1969,
692,D 53,Dire Straits,Sultans of swing,,1978,
693,D 54,Disco Fritz & his Sauerkrauts,Das Jodel-ding,Instrumentaal (jodel),1977,
694,D 55,Dr Hook,When you're in love with a beautiful woman,,1978,
695,D 56,Disco-tex & the Sex-o-lettes,Get dancin',,1974,
696,D 57,Dan McCafferty,Out of time,,1975,
697,D 58,Dizzy Man's Band,Mony the phoney,,1974,
698,D 59,Dizzy Man's Band,The Opera,,1975,
699,D 60,Dizzy Man's Band,Turkey Turkey,,1975,
700,D 61,Dizzy Man's Band,Rio (Eu te quero mais),,1977,
701,D 62,Dolly Parton,Jolene,,1973,
702,D 63,Dolly Parton,Here you come again,,1977,
703,D 64,Don Mercedes,Rocky,Nederlands,1976,
704,D 65,Don Mercedes,Dan ben ik thuis (what I've got in mind),Nederlands,1976,
705,D 66,"Doobie Brothers, the",China Grove,,1973,
706,D 67,Dooley Silverspoon,Bump me baby,,1975,
707,D 68,"Doors, the",The mosquito,,1972,
708,D 69,"Doors, the",Riders on the storm,,1971,
709,D 70,Donna Summer,The hostage,,1974,
710,D 71,Donna Summer,Lady of the night,,1974,
711,D 72,Donna Summer,Love to love you,,1975,
712,D 73,Donna Summer,Could it be magic,,1976,
713,D 74 b,Donna Summer,Can't we just sit down (and talk it over),,1977,
714,D 74 a,Donna Summer,I feel love,,1977,
715,D 75,Donna Summer,The Deep (Les grands fonds),,1977,
716,D 76,Donna Summer,I remember yesterday,,1977,
717,D 77,Donna Summer,Love's unkind,,1977,
718,D 78,Donna Summer,Last dance (Thank God it's friday),,1978,
719,D 79,Donna Summer,Rumour has it,,1978,
721,D 80,Donna Summer,MacArthur park,,1978,
722,D 81,Doros Georgiadis,An imoun ploussios,,1976,
723,D 82,"Dozy, Beaky, Mick & Tich",Tonight today,,1969,
724,D 83,"Dave Dee, Dozy, Beaky, Mick & Tich",Okay,,1967,
725,D 84,"Dave Dee, Dozy, Beaky, Mick & Tich",Last night in Soho,,1968,
726,D 85,Drama,Mary's mamma,,1972,
727,D 86,Dream Express,"A million in 1,2,3",,1977,
728,D 87,Dr Feelgood,Riot in cell block no. 9,,1975,
729,D 88,"Drifters, the",You're more than a number in my little red book,,1976,
730,D 89,"Drifters, the",Save the last dance for me,,1961,
731,D 90 a,Drs. P,Veerpont,Nederlands,1973,
732,D 90 b,Drs. P,Los Pompadoros,Nederlands,1973,
733,D 91,Drs. P,Dodenrit,Nederlands,1974,
734,D 92,Dusty Springfield,Summer is over,RTV,1964,
735,D 93,Dusty Springfield,I only want to be with you,,1963,
737,D 94,David Bowie,Fame,,1975,
738,D 95,Diesel,Down in the silvermine,,1979,
739,D 96,"Dave Dee, Dozy, Beaky, Mick & Tich",Zabadak,,1967,
740,D 97,Demis Roussos,Lost in love,,1980,
741,D 98,Dr Pop,World at war,,1980,
742,D 99,"Dave Dee, Dozy, Beaky, Mick & Tich",Bend it !,,1966,
743,D 100 a,Volksdanscentrale,"Menuetwals, Eekhoorntjesdans",Dans,2022,
744,D 100 b,Volksdanscentrale,"Makedonka, Israëlische Tovercirkel, Zigeunerpolka",Dans,2022,
745,D 101,Doris D and the Pins,Shine up,,1980,
746,D 102,"Doors, the",Love her madly,,1971,
747,D 103 a,Doris Day,"(Que sera, sera) Whatever will be, will be",,1956,
748,D 103 b,Doris Day,Secret love,,1953,
749,D 104,Dolly Dots,P.S.,,1981,
750,D 105 a,Diana Ross & Lionel Richie,Endless love,,1981,
751,D 105 b,Diana Ross & Lionel Richie,Endless love,Instrumentaal,1981,
752,D 106,Deniece Williams,It's your conscience,,1981,
753,D 107,Doris D and the Pins,The marvellous Marionettes,,1981,
754,D 108,Diesel,Sausolito summernight,,1979,
755,D 109,Diana Ross,Why do fools fall in love,,1981,
756,D 110,Dave Stewart and Barbara Gaskin,It's my party (and I'll cry if I want to),,1981,
757,D 111,Dance Reaction,Disco Train,,1981,
758,D 112,Drukwerk,Wat dom,Nederlands,1982,
759,D 113,Drupi,Vado via,,1973,
760,D 114,Dionne Warwick,I'll never love this way again,,1979,
761,D 115,Diesel,Goin' back to China,,1979,
762,D 116,"Dutch Boys, the",Boer Harms,Nederlands,1982,
763,D 117 a,"Doobie Brothers, the",Listen to the music,,1972,
764,D 117 b,"Doobie Brothers, the",Jesus is just alright,,1973,
765,D 118,Don Rosenbaum,Swimming into deep water,,1972,
766,D 119 a,Hongaarse dansen (Brahms),"No. 1, 2 en 3",Dans,2022,
767,D 119 b,Hongaarse dansen (Brahms),No. 5 en 6,Dans,2022,
768,D 120,Dschinghis Khan,Kaboutertjes,Nederlands,1982,
769,D 121,David Christie,Saddle up,,1982,
770,D 122,Donna Summer,State of Independence,,1982,
771,D 123,Dionne Warwick,Heartbreaker,,1982,
772,D 124,Dionne Warwick,All the love in the world,,1982,
773,D 125,Dolly Dots,All the roses,,1982,
774,D 126 a,Divine,Shoot your shot,,1982,
775,D 126 b,Divine,Shoot your shot,Instrumentaal,1982,
776,D 127 a,Dusty Springfield,Son of a preacher man,,1968,
777,D 127 b,Dusty Springfield,Just a little lovin' (early in the mornin'),,1968,
778,D 128 b,"Doors, the","Hello, I love you",,1968,
779,D 128 a,"Doors, the",Touch me,,1969,
780,D 129,David Bowie,Let's dance,,1983,
781,D 130,Doe Maar,De bom,Nederlands,1982,
782,D 131,Dexys Midnight Runners & the Emerald Express,Come on Eileen,,1982,
783,D 132,Dr Hook,Baby makes her blue jeans talk,,1982,
784,D 133,Dr Hook,A little bit more,,1976,
785,D 134,Danny de Munck,Ik voel me zo verdomd alleen (Ciske de rat),,1984,
786,D 135 a,Dave Berry,If you wait for love,,1966,
787,D 135 b,Dave Berry,Hidden,,1966,
788,D 136,"Dutch Boys, the",Mien zwien,Nederlands,1983,
789,D 137,Dolly Parton,You are,,1976,
790,D 138,Diethelm / Famulari,The Flyer,Instrumentaal,1983,
791,D 139,Dolly Dots,Love me just a little bit more,,1983,
792,D 140,Duran Duran,The reflex,,1983,
793,D 141,"Dick van Dyke, Julie Andrews e.a.",Chim chim cheree (Mary Poppins),Film,1963,
794,D 142,Debbie,Everybody join hands,,1984,
795,D 143,Dolly Dots,Only the rain (-> op wit vinyl),,1985,
796,D 144,Dionne & Friends,That's what friends are for,,1985,
797,D 145,Double,The captain of her heart,,1985,
798,D 146,Dolf Brouwers,Oh wat is het toch fijn om gelukkig te zijn,Nederlands,1985,
799,D 147 a,Drafi Deutcher,"Mamor, Stein und Eisen bricht",Duits,1965,
800,D 147 b,Drafi Deutcher,"Heute male ich dein Bild, Cindy Lou",Duits,1965,
801,D 148,Demis Roussos,Island of love,,1986,
802,D 149,Diana Ross & the Supremes,Reflections,,1967,
803,D 150,Donya,You should be rockin',,1991,
804,D 151,"Deurzakkers, de",Doe ze thuis de hartelijke groeten,Nederlands,1988,
805,D 152,Duran Duran,Do you believe in shame,,1989,
806,D 153,Dennis Bovens,Vrijheid,Nederlands,2022,
807,D 154 a,"Dream Orchestra, the",The Abdul Hassan affair,RTV (wedden dat),1987,
808,D 154 b,"Dream Orchestra, the",The Floral dance,Instrumentaal,1975,
809,D 155,Don Williams,You're my best friend,,1975,
810,D 156,Don Williams,I believe in you,,1980,
811,D 157,Danyel Gérard,Mélodie Mélodie,,1978,
812,D 158,Dan Hartman,This is it,,1979,
813,D 159,Dire Straits,Private Investigations,,1982,
814,E 1,Eagles,Hotel California,,1976,
815,E 2 a,Eagles,Please come home for Christmas,Kerst,1978,
816,E 2 b,Eagles,Funky New Year,,1978,
817,E 3,Earth & Fire,Seasons,,1970,
818,E 4,Earth & Fire,Memories,,1972,
819,E 5 a,Earth & Fire,"Maybe tomorrow, maybe tonight",,1973,
821,E 5 b,Earth & Fire,Theme from Atlantis,Instrumentaal,1973,
822,E 6,Earth & Fire,Love of live,,1974,
823,E 7,Earth & Fire,Thanks for the love,,1975,
824,E 8,Earth & Fire,What difference does it make,,1976,
825,E 9,Earth & Fire,7 8th Avenue,,1977,
826,E 10 a,"Earth, Wind & Fire",Getaway,,1976,
827,E 10 b,"Earth, Wind & Fire",Getaway,Instrumentaal,1976,
828,E 11,"Earth, Wind & Fire",Fantasy,,1978,
829,E 12,"Earth, Wind & Fire",September,,1978,
831,E 13,"Easybeats, the",Friday on my mind,,1966,
832,E 14,"Easybeats, the","Hello, how are you (plaat stuk !!)",,1968,
833,E 15,Eddie Hodges,I'm gonna knock on your door,,1961,
834,E 16,Eddie Howell,Man from Manhattan,,1975,
835,E 17,Egbert Douwe (Rob Out),"Kom uit de bedstee, m'n liefste",Nederlands,1968,
836,E 18,"Eileuvers, de",Ik ben een Zwollenaar,Nederlands,1976,
837,E 19,Ekseption,Peace Planet,Instrumentaal,1971,
838,E 20,"Electronic System, the",Coconut,Instrumentaal,1973,
839,E 21,"ELO - Electric Light Orchestra, the",Evil woman,,1975,
840,E 22,"ELO - Electric Light Orchestra, the",Livin' thing,Reclame WNF,1976,
841,E 23,"ELO - Electric Light Orchestra, the",Turn to stone,,1977,
842,E 24,"ELO - Electric Light Orchestra, the",Mr. Blue Sky,,1977,
843,E 25,"ELO - Electric Light Orchestra, the",Sweet talkin' woman,,1978,
844,E 26,"Emerson, Lake & Palmer",Fanfare for the common man,,1977,
845,E 27,"Emerson, Lake & Palmer",Lucky man,,1971,
846,E 28,Elton John & Kiki Dee,Don't go breaking my heart,,1976,
847,E 29,Elton John,Sorry seems to be the hardest word,,1976,
848,E 30,Elton John,Song for Guy,,1978,
849,E 32,Elvis Presley,O sole mio (it's now or never),,1960,
850,E 31,Elvis Presley,Jailhouse rock,,1974,
851,E 33,Elvis Presley,Wooden heart (Muss I denn ....),,1961,
852,E 34,"Equals, the","Baby, come back",,1967,
853,E 35,Eric Clapton,I shot the sheriff,,1974,
854,E 36,Eric Clapton,Swing low sweet chariot,,1975,
855,E 37,Eruption ft. Precious Wilson,I can't stand the rain,,1977,
856,E 38,Eruption,"Party, party",,1977,
857,E 39,Eruption,One way ticket,,1979,
858,E 40,Esther and Abi Ofarim,Cinderella-Rockefella,,1968,
859,E 41,Esther Galil,Harlem song,Frans,1973,
860,E 42 a,êve Brenner,Le matin sur la rivière,,1976,
861,E 42 b,êve Brenner,Le matin sur la rivière,Instrumentaal,1976,
862,E 43,"Evelyn ""Champagne"" King",Shame,,1978,
863,E 44,Exile,Kiss you all over,,1978,
864,E 45,Eydie Gormé,Blame it on the bossa nova,,1963,
865,E 46,Earth & Fire,Weekend,,1979,
866,E 47,Ellen Foley,We belong to the night,,1979,
867,E 48,"Earth, Wind & Fire",Star,,1979,
868,E 49,"Earth, Wind & Fire",After the love has gone,,1979,
869,E 50,Eagles,Lyin' eyes,,1975,
870,E 51,Elvis Presley,Are you lonesome tonight? (met lach),,1980,
871,E 52,Emmylou Harris,Mister Sandman,,1981,
872,E 53,Elton John,Nobody wins,,1981,
873,E 54,"ELO - Electric Light Orchestra, the",Hold on tight,,1981,
874,E 55,"ELO - Electric Light Orchestra, the",Twilight,,1981,
875,E 56,Earth & Fire,Dream,,1981,
876,E 57,Earth & Fire,Fire of love,,1979,
877,E 58,Elvis Costello,Good year for the roses,,1981,
878,E 59,Elaine Paige,If you don't want my love,,1982,
879,E 60,Elton John,Blue eyes,,1982,
880,E 61,Elvis Presley,In the ghetto,,1969,
881,E 62,"Eagles, the",On of these nights,,1975,
882,E 63,Erna Jones,The monkey puzzle tree,,1982,
883,E 64,Eric Burdon and the Animals,San Franciscan nights,,1967,
884,E 65,Earth & Fire,Twenty four hours,,1982,
885,E 66,Eddy Grant,I don't wanna dance,,1982,
886,E 67,Eric Clapton,Everybody oughta make a change,,1983,
